Date,Open,High,Low,Close,Adj Close,Volume
2023-08-10,113.779999,115.089996,112.480003,112.989998,112.143501,6004100
2023-08-11,112.389999,113.480003,111.129997,113.059998,112.212975,5286300
2023-08-14,113.180000,115.809998,113.150002,115.570000,114.704178,6494200
2023-08-15,115.449997,118.059998,114.839996,117.290001,116.411285,10412200
2023-08-16,117.160004,117.809998,115.269997,115.339996,114.475899,5722000
2023-08-17,115.739998,116.779999,114.360001,114.879997,114.019348,6183900
2023-08-18,114.500000,116.989998,113.949997,116.459999,115.587509,9411600
2023-08-21,116.900002,117.349998,115.190002,116.589996,115.716537,5811200
2023-08-22,117.510002,117.680000,115.730003,116.540001,115.666916,4961100
2023-08-23,117.099998,120.449997,112.110001,117.839996,116.957169,16517300
2023-08-24,119.680000,119.730003,112.410004,112.910004,112.064110,11995900
2023-08-25,112.910004,116.150002,112.739998,116.059998,115.190506,8758100
2023-08-28,116.370003,117.709999,115.699997,116.839996,115.964661,4514800
2023-08-29,120.949997,121.209999,118.529999,120.650002,119.746124,11920500
2023-08-30,120.720001,121.739998,120.150002,121.120003,120.212601,5601800
2023-08-31,121.000000,121.980003,120.120003,120.389999,119.488068,9109800
2023-09-01,121.010002,121.690002,120.089996,120.930000,120.024025,6189900
2023-09-05,122.440002,124.279999,121.180000,123.980003,123.051178,11089600
2023-09-06,123.059998,124.580002,122.730003,124.330002,123.398552,8728500
2023-09-07,123.830002,125.959999,122.589996,125.089996,124.152847,11864400
2023-09-08,124.800003,126.690002,124.349998,126.320000,125.373642,10595500
2023-09-11,127.019997,127.419998,124.720001,126.709999,125.760719,22155600
2023-09-12,112.080002,113.300003,107.300003,109.610001,108.788826,68605700
2023-09-13,108.320000,112.940002,108.199997,111.839996,111.002121,27171000
2023-09-14,113.500000,115.139999,111.949997,113.660004,112.808487,19849700
2023-09-15,114.190002,115.199997,112.500000,113.910004,113.056610,23209500
2023-09-18,113.419998,114.470001,111.580002,112.209999,111.369354,11744100
2023-09-19,112.480003,113.739998,111.709999,112.769997,111.925148,9536100
2023-09-20,112.809998,114.699997,112.459999,112.870003,112.024414,8777100
2023-09-21,111.510002,112.500000,109.330002,109.430000,108.610176,12645800
2023-09-22,109.989998,110.599998,108.510002,109.029999,108.213173,11150000
2023-09-25,108.449997,108.650002,107.500000,108.300003,107.488647,8410000
2023-09-26,107.139999,107.400002,104.309998,104.879997,104.094261,13209000
2023-09-27,105.000000,105.279999,103.349998,104.620003,103.836212,8916400
2023-09-28,104.029999,106.599998,103.269997,106.150002,105.354752,7373600
2023-09-29,107.110001,107.370003,105.379997,105.919998,105.126472,7296100
2023-10-02,105.809998,106.730003,105.290001,106.709999,105.910553,5963500
2023-10-03,106.419998,106.500000,103.540001,104.519997,103.736954,8783300
2023-10-04,104.959999,107.300003,104.500000,107.080002,106.277786,8842700
2023-10-05,106.970001,108.440002,106.190002,108.349998,107.538261,7651500
2023-10-06,107.930000,110.529999,107.580002,109.959999,109.136208,8245600
2023-10-09,110.750000,110.970001,109.470001,110.320000,109.493507,6012400
2023-10-10,110.209999,111.059998,109.620003,109.709999,108.888077,6910400
2023-10-11,109.510002,110.059998,108.830002,109.639999,109.216805,5641700
2023-10-12,109.949997,110.919998,108.879997,109.110001,108.688850,6598500
2023-10-13,109.190002,109.510002,107.790001,108.250000,107.832169,5879400
2023-10-16,108.949997,109.589996,108.309998,108.709999,108.290390,5488000
2023-10-17,107.580002,109.790001,106.900002,109.040001,108.619118,5261800
2023-10-18,108.400002,109.730003,107.860001,108.250000,107.832169,5123900
2023-10-19,108.629997,110.220001,108.190002,108.339996,107.921814,7989200
2023-10-20,106.989998,107.040001,100.660004,101.849998,101.456871,21828800
2023-10-23,102.040001,104.690002,102.010002,103.660004,103.259888,10722600
2023-10-24,103.949997,104.459999,102.500000,103.199997,102.801659,6174000
2023-10-25,102.699997,103.669998,101.010002,101.430000,101.038490,7081700
2023-10-26,101.690002,102.389999,99.870003,100.400002,100.012466,7565600
2023-10-27,101.000000,102.089996,100.589996,100.989998,100.600189,5207900
2023-10-30,101.139999,102.410004,100.820000,101.650002,101.257645,5433700
2023-10-31,102.010002,103.519997,101.099998,103.400002,103.000893,6258400
2023-11-01,103.800003,106.199997,103.800003,105.750000,105.341820,8602400
2023-11-02,106.449997,107.220001,105.570000,106.870003,106.457497,5918300
2023-11-03,107.169998,109.070000,106.620003,108.050003,107.632942,7278500
2023-11-06,108.059998,109.209999,107.440002,109.110001,108.688850,6062800
2023-11-07,109.989998,110.379997,108.580002,108.989998,108.569313,7412600
2023-11-08,109.230003,112.559998,109.190002,112.330002,111.896423,10994900
2023-11-09,112.400002,113.309998,111.610001,112.180000,111.747002,6853900
2023-11-10,112.089996,113.180000,111.139999,113.070000,112.633560,5233900
2023-11-13,113.070000,114.489998,112.779999,114.150002,113.709396,5740500
2023-11-14,114.860001,116.459999,114.449997,116.099998,115.651863,6733700
2023-11-15,116.150002,116.309998,113.930000,114.059998,113.619743,7386200
2023-11-16,113.760002,115.870003,113.470001,114.669998,114.227386,7476100
2023-11-17,114.610001,115.639999,114.160004,115.360001,114.914726,4791300
2023-11-20,115.650002,117.150002,115.510002,116.919998,116.468704,5728300
2023-11-21,117.209999,117.669998,115.680000,116.080002,115.631950,5995300
2023-11-22,116.699997,117.290001,115.510002,116.239998,115.791328,4343700
2023-11-24,116.489998,116.589996,115.339996,116.250000,115.801292,2168200
2023-11-27,116.010002,116.769997,115.449997,116.470001,116.020439,5165300
2023-11-28,116.000000,116.800003,115.870003,116.239998,115.791328,4892600
2023-11-29,117.339996,117.580002,115.959999,116.209999,115.761444,6127200
2023-11-30,116.860001,117.230003,115.180000,116.209999,115.761444,11075600
2023-12-01,116.070000,117.349998,115.260002,117.160004,116.707779,5738000
2023-12-04,116.269997,116.680000,114.550003,115.779999,115.333099,5587500
2023-12-05,114.570000,115.269997,113.809998,114.529999,114.087929,5913600
2023-12-06,114.940002,114.989998,111.930000,112.029999,111.597580,7815700
2023-12-07,112.410004,113.029999,111.809998,112.870003,112.434341,6772800
2023-12-08,112.010002,113.639999,111.589996,113.610001,113.171478,7753900
2023-12-11,113.769997,115.349998,113.610001,115.129997,114.685608,19544200
2023-12-12,102.699997,104.949997,100.690002,100.809998,100.420883,57666500
2023-12-13,101.080002,103.099998,99.260002,102.989998,102.592468,29392200
2023-12-14,101.870003,102.250000,99.870003,100.309998,99.922813,22865200
2023-12-15,99.690002,103.989998,99.360001,103.320000,102.921196,30198200
2023-12-18,103.410004,106.160004,102.910004,105.000000,104.594711,13473100
2023-12-19,104.980003,106.339996,104.800003,106.250000,105.839890,10108500
2023-12-20,105.949997,106.089996,104.050003,104.150002,103.747993,9242000
2023-12-21,104.699997,105.930000,104.519997,105.860001,105.451393,8168000
2023-12-22,105.699997,106.489998,105.459999,106.199997,105.790077,5678300
2023-12-26,106.519997,106.650002,105.339996,106.190002,105.780121,5767400
2023-12-27,106.320000,106.330002,105.559998,105.940002,105.531090,5627400
2023-12-28,106.010002,106.610001,105.580002,106.250000,105.839890,5689100
2023-12-29,106.599998,106.919998,104.779999,105.430000,105.023056,6897200
2024-01-02,104.519997,104.680000,102.440002,104.059998,103.658340,9597500
2024-01-03,103.300003,103.379997,101.739998,102.459999,102.064514,9455600
2024-01-04,102.769997,103.360001,102.400002,102.589996,102.194008,6822300
2024-01-05,102.529999,103.720001,102.290001,102.730003,102.333481,6131500
2024-01-08,102.940002,104.769997,102.129997,104.660004,104.256027,7038700
2024-01-09,103.849998,104.480003,103.290001,103.629997,103.229996,6725200
2024-01-10,103.089996,104.070000,102.720001,103.919998,103.919998,7270500
2024-01-11,104.349998,104.839996,103.540001,104.769997,104.769997,6119000
2024-01-12,105.099998,106.699997,104.970001,106.599998,106.599998,9696700
2024-01-16,106.410004,106.660004,105.419998,106.570000,106.570000,7547200
2024-01-17,106.459999,107.500000,105.680000,106.430000,106.430000,7771500
2024-01-18,106.989998,108.879997,106.620003,108.699997,108.699997,10362300
2024-01-19,109.320000,110.220001,109.019997,109.669998,109.669998,11121300
2024-01-22,110.059998,110.690002,109.269997,110.099998,110.099998,7485300
2024-01-23,110.290001,112.680000,109.559998,111.830002,111.830002,9185900
2024-01-24,113.419998,115.419998,113.330002,114.309998,114.309998,11702700
2024-01-25,114.889999,116.180000,114.349998,115.000000,115.000000,8877200
2024-01-26,114.639999,115.480003,114.269997,114.639999,114.639999,5541800
2024-01-29,114.190002,114.589996,113.010002,113.750000,113.750000,7014400
2024-01-30,113.360001,114.400002,112.629997,114.160004,114.160004,8231900
2024-01-31,113.809998,114.269997,111.669998,111.699997,111.699997,7386700
2024-02-01,112.910004,115.779999,112.550003,115.529999,115.529999,7882200
2024-02-02,115.820000,116.489998,115.160004,115.790001,115.790001,6499400
2024-02-05,115.529999,116.720001,114.769997,116.389999,116.389999,8084500
2024-02-06,116.739998,116.949997,114.980003,115.300003,115.300003,4637500
2024-02-07,115.800003,117.589996,115.300003,117.269997,117.269997,7672900
2024-02-08,117.089996,117.790001,115.970001,116.680000,116.680000,4472800
2024-02-09,117.059998,117.339996,115.730003,116.639999,116.639999,5787100
2024-02-12,116.260002,117.099998,115.379997,115.839996,115.839996,5439600
2024-02-13,113.790001,114.209999,113.000000,113.680000,113.680000,8171700
2024-02-14,114.320000,114.720001,113.529999,114.260002,114.260002,5946100
2024-02-15,114.250000,114.309998,112.570000,112.779999,112.779999,8452900
2024-02-16,114.250000,113.110001,111.660004,112.324997,112.324997,2222246
