Date,Open,High,Low,Close,Adj Close,Volume
2023-02-13,87.459999,88.269997,86.510002,87.279999,85.963196,12340900
2023-02-20,86.760002,89.480003,85.980003,88.660004,87.322388,27396700
2023-02-27,88.860001,89.290001,85.870003,89.250000,87.903481,30128700
2023-03-06,89.410004,90.669998,82.879997,84.070000,82.801636,44568000
2023-03-13,83.320000,85.980003,82.040001,85.260002,83.973679,53708900
2023-03-20,85.279999,89.639999,85.250000,88.010002,86.682190,39693900
2023-03-27,88.620003,93.000000,88.550003,92.919998,91.518097,35899600
2023-04-03,92.379997,96.080002,92.089996,95.919998,94.472847,31687400
2023-04-10,94.680000,95.989998,93.199997,95.709999,94.266014,37643100
2023-04-17,95.639999,96.739998,94.260002,95.150002,94.106895,29909300
2023-04-24,95.339996,96.080002,93.290001,94.720001,93.681618,31180200
2023-05-01,94.800003,97.309998,93.849998,96.970001,95.906952,31300600
2023-05-08,97.080002,97.919998,96.099998,97.849998,96.777298,27722800
2023-05-15,97.870003,103.070000,96.919998,102.839996,101.712601,39340800
2023-05-22,102.480003,106.230003,97.290001,104.080002,102.939011,53477400
2023-05-29,104.900002,106.769997,104.150002,105.889999,104.729156,40497700
2023-06-05,105.889999,110.150002,104.839996,109.849998,108.645752,46414300
2023-06-12,114.339996,127.540001,114.339996,125.459999,124.084618,151524800
2023-06-19,124.449997,125.250000,118.139999,118.639999,117.339386,65791000
2023-06-26,117.989998,121.730003,114.629997,119.089996,117.784447,48132800
2023-07-03,118.010002,118.250000,114.489998,114.610001,113.353569,27734800
2023-07-10,114.279999,119.970001,113.430000,119.269997,117.962479,41141700
2023-07-17,118.849998,121.360001,115.230003,117.650002,116.768593,45321900
2023-07-24,117.940002,118.540001,115.000000,115.989998,115.121025,35380100
2023-07-31,116.430000,118.040001,114.260002,114.440002,113.582642,29108200
2023-08-07,115.470001,116.379997,111.129997,113.059998,112.212982,29874600
2023-08-14,113.180000,118.059998,113.150002,116.459999,115.587509,38223900
2023-08-21,116.900002,120.449997,112.110001,116.059998,115.190506,48043600
2023-08-28,116.370003,121.980003,115.699997,120.930000,120.024025,37336800
2023-09-04,122.440002,126.690002,121.180000,126.320000,125.373642,42278000
2023-09-11,127.019997,127.419998,107.300003,113.910004,113.056618,160991500
2023-09-18,113.419998,114.699997,108.510002,109.029999,108.213165,53853100
2023-09-25,108.449997,108.650002,103.269997,105.919998,105.126472,45205100
2023-10-02,105.809998,110.529999,103.540001,109.959999,109.136208,39486600
2023-10-09,110.750000,111.059998,107.790001,108.250000,107.439018,31042400
2023-10-16,108.949997,110.220001,100.660004,101.849998,101.456871,45691700
2023-10-23,102.040001,104.690002,99.870003,100.989998,100.600189,36751800
2023-10-30,101.139999,109.070000,100.820000,108.050003,107.632942,33491300
2023-11-06,108.059998,113.309998,107.440002,113.070000,112.633560,36558100
2023-11-13,113.070000,116.459999,112.779999,115.360001,114.914726,32127800
2023-11-20,115.650002,117.669998,115.339996,116.250000,115.801292,18235500
2023-11-27,116.010002,117.580002,115.180000,117.160004,116.707779,32998700
2023-12-04,116.269997,116.680000,111.589996,113.610001,113.171478,33843500
2023-12-11,113.769997,115.349998,99.260002,103.320000,102.921196,159666300
2023-12-18,103.410004,106.489998,102.910004,106.199997,105.790077,46669900
2023-12-25,106.519997,106.919998,104.779999,105.430000,105.023056,23981100
2024-01-01,104.519997,104.680000,101.739998,102.730003,102.333481,32006900
2024-01-08,102.940002,106.699997,102.129997,106.599998,106.188538,36850100
2024-01-15,106.410004,110.220001,105.419998,109.669998,109.669998,36802300
2024-01-22,110.059998,116.180000,109.269997,114.639999,114.639999,42792900
2024-01-29,114.190002,116.489998,111.669998,115.790001,115.790001,37014600
2024-02-05,115.529999,117.790001,114.769997,116.639999,116.639999,30654800
2024-02-12,116.260002,117.099998,112.570000,112.779999,112.779999,28010300
2024-02-16,114.250000,113.110001,111.660004,112.309998,112.309998,2226524
